Date,Platform,Product_Category,Comment_Text,Sentiment_Ground_Truth
2025-12-05,Facebook,Sofa Cushion,"Regret buying the Sofa Cushion, the stitching is coming off.",Negative
2025-12-05,Website Review,Sofa Cushion,Delivery of my Sofa Cushion was delayed by 2 weeks. Unacceptable.,Negative
2025-12-05,Facebook,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-12-05,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-12-05,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-12-05,Instagram,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-12-04,Website Review,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-12-04,Facebook,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
2025-12-04,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-12-04,Instagram,Orthopedic Mattress,What is the warranty period for the Orthopedic Mattress?,Neutral
2025-12-04,Instagram,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-12-04,Instagram,Orthopedic Mattress,"The Orthopedic Mattress is too hard, caused me back pain.",Negative
2025-12-04,Website Review,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-12-04,Instagram,Comforter Set,Finally getting good sleep thanks to Swan's Comforter Set.,Positive
2025-12-04,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-12-04,Website Review,Supreme Foam,Called support 3 times about my Supreme Foam but got no response.,Negative
2025-12-04,Instagram,Spring Mattress,"Don't buy the Spring Mattress, it captures too much heat.",Negative
2025-12-04,Facebook,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-12-03,Instagram,Orthopedic Mattress,Honestly the best investment for my back. The Orthopedic Mattress is amazing.,Positive
2025-12-03,Facebook,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-12-03,Facebook,Comforter Set,Finally getting good sleep thanks to Swan's Comforter Set.,Positive
2025-12-03,Facebook,Orthopedic Mattress,Just received my Orthopedic Mattress and it looks exactly like the pictures.,Positive
2025-12-03,Facebook,Memory Foam Pillow,Is the Memory Foam Pillow available in King Size?,Neutral
2025-12-03,Instagram,Comforter Set,Is the Comforter Set washable?,Neutral
2025-12-03,Instagram,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-12-03,Facebook,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-12-03,Instagram,Spring Mattress,Great service and the Spring Mattress feels premium.,Positive
2025-12-03,Website Review,Orthopedic Mattress,Great service and the Orthopedic Mattress feels premium.,Positive
2025-12-03,Facebook,Comforter Set,Delivery of my Comforter Set was delayed by 2 weeks. Unacceptable.,Negative
2025-12-02,Website Review,Memory Foam Pillow,"Highly recommend the Memory Foam Pillow, worth every taka.",Positive
2025-12-02,Facebook,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-12-02,Facebook,Spring Mattress,Called support 3 times about my Spring Mattress but got no response.,Negative
2025-12-02,Facebook,Spring Mattress,My Spring Mattress arrived damaged and return process is a nightmare.,Negative
2025-12-02,Facebook,Memory Foam Pillow,Called support 3 times about my Memory Foam Pillow but got no response.,Negative
2025-12-02,Facebook,Orthopedic Mattress,Great service and the Orthopedic Mattress feels premium.,Positive
2025-12-02,Website Review,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2025-12-02,Website Review,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-12-02,Facebook,Comforter Set,Delivery of my Comforter Set was delayed by 2 weeks. Unacceptable.,Negative
2025-12-02,Website Review,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-12-02,Facebook,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-12-02,Website Review,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-12-02,Facebook,Orthopedic Mattress,Great service and the Orthopedic Mattress feels premium.,Positive
2025-12-02,Website Review,Comforter Set,I am facing specific foam density issues with the Comforter Set. It sinks too much.,Negative
2025-12-02,Instagram,Comforter Set,Does the Comforter Set come with a cover?,Neutral
2025-12-02,Website Review,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-12-02,Website Review,Supreme Foam,Finally getting good sleep thanks to Swan's Supreme Foam.,Positive
2025-12-01,Instagram,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-12-01,Facebook,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-12-01,Instagram,Orthopedic Mattress,The Orthopedic Mattress smells of chemicals even after a week.,Negative
2025-12-01,Instagram,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-12-01,Facebook,Sofa Cushion,How long does delivery take for the Sofa Cushion to Chittagong?,Neutral
2025-12-01,Website Review,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-12-01,Website Review,Orthopedic Mattress,Can I pay via EMI for the Orthopedic Mattress?,Neutral
2025-12-01,Website Review,Sofa Cushion,Is the Sofa Cushion available in King Size?,Neutral
2025-12-01,Website Review,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-12-01,Instagram,Supreme Foam,My Supreme Foam arrived damaged and return process is a nightmare.,Negative
2025-12-01,Instagram,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-11-30,Facebook,Spring Mattress,Great service and the Spring Mattress feels premium.,Positive
2025-11-30,Instagram,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-11-30,Website Review,Spring Mattress,My Spring Mattress arrived damaged and return process is a nightmare.,Negative
2025-11-30,Facebook,Supreme Foam,Is the Supreme Foam washable?,Neutral
2025-11-30,Facebook,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-11-30,Website Review,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-11-30,Website Review,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-11-30,Facebook,Spring Mattress,Five stars for the Spring Mattress!,Positive
2025-11-30,Website Review,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-11-30,Facebook,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-11-30,Facebook,Orthopedic Mattress,I am facing specific foam density issues with the Orthopedic Mattress. It sinks too much.,Negative
2025-11-30,Facebook,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-11-30,Facebook,Supreme Foam,I am facing specific foam density issues with the Supreme Foam. It sinks too much.,Negative
2025-11-30,Facebook,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-11-29,Facebook,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-11-29,Facebook,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-11-29,Facebook,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-11-29,Facebook,Memory Foam Pillow,Delivery was super fast and the Memory Foam Pillow quality is top notch.,Positive
2025-11-29,Instagram,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2025-11-29,Instagram,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-11-29,Instagram,Comforter Set,The Comforter Set smells of chemicals even after a week.,Negative
2025-11-29,Instagram,Orthopedic Mattress,Called support 3 times about my Orthopedic Mattress but got no response.,Negative
2025-11-29,Facebook,Memory Foam Pillow,Called support 3 times about my Memory Foam Pillow but got no response.,Negative
2025-11-29,Facebook,Sofa Cushion,Customer service didn't reply when I asked about my Sofa Cushion warranty.,Negative
2025-11-29,Instagram,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-11-28,Website Review,Spring Mattress,Is the Spring Mattress washable?,Neutral
2025-11-28,Website Review,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-11-28,Instagram,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-11-28,Website Review,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-11-28,Website Review,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-11-28,Website Review,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2025-11-28,Instagram,Memory Foam Pillow,Customer service didn't reply when I asked about my Memory Foam Pillow warranty.,Negative
2025-11-28,Facebook,Supreme Foam,Five stars for the Supreme Foam!,Positive
2025-11-28,Facebook,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
2025-11-27,Facebook,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-11-27,Facebook,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-11-27,Instagram,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-11-27,Instagram,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-11-27,Facebook,Comforter Set,The Comforter Set smells of chemicals even after a week.,Negative
2025-11-27,Instagram,Memory Foam Pillow,My Memory Foam Pillow arrived damaged and return process is a nightmare.,Negative
2025-11-27,Instagram,Sofa Cushion,The Sofa Cushion smells of chemicals even after a week.,Negative
2025-11-27,Instagram,Memory Foam Pillow,Is the Memory Foam Pillow washable?,Neutral
2025-11-27,Facebook,Orthopedic Mattress,Do you have any discount running on the Orthopedic Mattress?,Neutral
2025-11-27,Instagram,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-11-26,Facebook,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-11-26,Website Review,Sofa Cushion,What is the warranty period for the Sofa Cushion?,Neutral
2025-11-26,Website Review,Comforter Set,"Comparing this Comforter Set with the other model, which is better?",Neutral
2025-11-26,Website Review,Supreme Foam,"Highly recommend the Supreme Foam, worth every taka.",Positive
2025-11-26,Facebook,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-11-26,Instagram,Supreme Foam,Does the Supreme Foam come with a cover?,Neutral
2025-11-26,Facebook,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-11-26,Website Review,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2025-11-26,Website Review,Orthopedic Mattress,Is the Orthopedic Mattress available in grey color?,Neutral
2025-11-26,Website Review,Orthopedic Mattress,"The Orthopedic Mattress is too hard, caused me back pain.",Negative
2025-11-26,Instagram,Spring Mattress,Five stars for the Spring Mattress!,Positive
2025-11-25,Website Review,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-11-25,Instagram,Orthopedic Mattress,"Not happy with the foam density of the Orthopedic Mattress, feels cheap.",Negative
2025-11-25,Website Review,Sofa Cushion,How long does delivery take for the Sofa Cushion to Chittagong?,Neutral
2025-11-25,Instagram,Supreme Foam,Do you have a showroom in Dhanmondi to test the Supreme Foam?,Neutral
2025-11-25,Instagram,Sofa Cushion,Delivery was super fast and the Sofa Cushion quality is top notch.,Positive
2025-11-25,Facebook,Comforter Set,Finally getting good sleep thanks to Swan's Comforter Set.,Positive
2025-11-25,Facebook,Comforter Set,My Comforter Set arrived damaged and return process is a nightmare.,Negative
2025-11-25,Instagram,Spring Mattress,I was skeptical but the Spring Mattress is very comfortable.,Positive
2025-11-25,Instagram,Memory Foam Pillow,Can I pay via EMI for the Memory Foam Pillow?,Neutral
2025-11-25,Instagram,Memory Foam Pillow,Is the Memory Foam Pillow washable?,Neutral
2025-11-25,Instagram,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-11-25,Website Review,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-11-25,Facebook,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-11-24,Instagram,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-11-24,Website Review,Memory Foam Pillow,Customer service didn't reply when I asked about my Memory Foam Pillow warranty.,Negative
2025-11-24,Website Review,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-11-24,Facebook,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-11-24,Facebook,Spring Mattress,The Spring Mattress smells of chemicals even after a week.,Negative
2025-11-24,Instagram,Spring Mattress,Is the Spring Mattress washable?,Neutral
2025-11-24,Facebook,Memory Foam Pillow,"Don't buy the Memory Foam Pillow, it captures too much heat.",Negative
2025-11-24,Website Review,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2025-11-24,Instagram,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
